Ville,Titre,Lien,Description,Prix,Localisation,Détails
toulon,Appartement - 3 pièce(s) - 52 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1287124748A1KIVHAP000,"Toulon - les moulins dans une copropriété bien entretenue au calme, au cinquième étage avec ascenseur, appartement t3 de 52m² traversant comprenant une cuisine avec loggia, un séjour donnant sur un très belle extérieur avec vue panoramique...",124 000 €2 385 € / m2,,"3 pièces, 2
chambres, Ascenseur, DPE :D185kWh/m².an40kg CO2/m².an"
toulon,Appartement - 4 pièce(s) - 88 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1287124821A1KIVHAP000,"A vendretoulon. découvrez cet appartement de 88 m² en 5ème et dernier étage d'un immeuble hausmannien avec ascenseur. situé dans le secteur prisé de la haute ville, avec une vue dégagée et dominante ce t4  entièrement rénové et prêt à vivre et...",392 000 €4 455 € / m2,,"4 pièces, 2
chambres, Ascenseur, Balcon, DPE :D196kWh/m².an6kg CO2/m².an"
toulon,Appartement - 1 pièce(s) - 28 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1287124803A1KIVHAP000,"Toulon idéalement situé à proximité des facultés de toulon et de l'arsenal ainsi que du centre ville, ce studio avec balcon et baignoire constitue une opportunité d'investissement locatif ou d'acquisition immobilière intéressante. ce bien est...",109 000 €3 893 € / m2,,"Studio - 1 pièce, Ascenseur, Balcon, DPE :D194kWh/m².an37kg CO2/m².an"
toulon,Appartement - 2 pièce(s) - 38 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1287124816A1KIVHAP000,"Appartement de type t2 situé à toulon sur le secteur du pont du las. avec une surface de 38.05 m² cet appartement au rez-de-chaussée se compose d'une pièce de vie avec kitchenette, d'une chambre, d'une salle d'eau, d'un wc et d'un cellier. le...",88 000 €2 316 € / m2,,"2 pièces, 1
chambre, DPE :D230kWh/m².an35kg CO2/m².an"
toulon,Appartement - 3 pièce(s) - 88 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1287124807A1KIVHAP000,"Toulon claret découvrez cet appartement spacieux de 87 m² situé au 5ème étage d'un immeuble des années 60, offrant une vue dégagée et un cadre de vie agréable. ce bien, à vendre pour 229 000  euros, se compose de 3 pièces, dont une chambre...",215 000 €2 443 € / m2,,"3 pièces, 1
chambre, Ascenseur, Balcon, DPE :D163kWh/m².an32kg CO2/m².an"
toulon,Maison - 5 pièce(s) - 145 m²,https://www.paruvendu.fr/immobilier/prestige/maison/1287142836A1KIVHMN000,"Iad france  - marjorie ynesta vous propose: opportunité rare! maison de plain pied de 145 m2 avec jardin et garage à toulon, cap brun  laissez-vous séduire par cette magnifique maison individuelle de 145m² et son garage de 50 m2, idéalement située...",925 000 €6 379 € / m2,,"5 pièces, 2
chambres, Terrain 750 m2, DPE :C106kWh/m².an22kg CO2/m².an"
toulon,Appartement - 1 pièce(s) - 30 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1287124753A1KIVHAP000,"Exclusivite a vendre toulon ouest  valbertran. découvrez ce grand t1 idéalement situé au 5ème étage sur 7 avec ascenseur, vue dégagée et place de parking numérotée .  d'une surface de 29 m², cet appartement offre un séjour lumineux de 16.94 m²...",114 450 €3 815 € / m2,,"Studio - 1 pièce, Garage, Ascenseur, Balcon, DPE :D208kWh/m².an40kg CO2/m².an"
toulon,Appartement - 2 pièce(s) - 37 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1287124812A1KIVHAP000,"Découvrez cet appartement de 2 pièces, idéalement situé à proximité de la place d'espagne dans le secteur de toulon ouest. avec une surface de 37.10 m², cet appartement au rez-de-chaussée vous offre un cadre de vie agréable et calme. il comprend...",88 000 €2 378 € / m2,,"2 pièces, 1
chambre, DPE :D230kWh/m².an35kg CO2/m².an"
toulon,Maison - 5 pièce(s) - 110 m²,https://www.paruvendu.fr/immobilier/vente/maison/1287124818A1KIVHMN000,Toulon enorme potentiel pour cette maison d'environ 110m² sur un terrain de 140 m² proche de l'institut notre-dame. nestenn immobilier toulon le mourillon pour plus d'informations sur ce bien appeler email: site:www.immobilier-toulon.nestenn.com...,320 000 €2 909 € / m2,,"5 pièces, 3
chambres, Terrain 140 m2, DPE :E330kWh/m².an55kg CO2/m².an"
toulon,Appartement - 3 pièce(s) - 54 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1287124787A1KIVHAP000,"Toulon ouest situé au 2e étage sans ascenseur d'un petit immeuble calme du quartier du pont du las, venez découvrir cet agréable appartement de 3 pièces lumineux et bien agencé. il se compose d'un séjour convivial, d'une cuisine indépendante...",130 000 €2 407 € / m2,,"3 pièces, 2
chambres, DPE :E261kWh/m².an8kg CO2/m².an"
toulon,Appartement - 4 pièce(s) - 78 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1284604634A1KIVHAP000,"Iad france  - audrey pernet vous propose: en exclusivitÉ  bel appartement traversant et lumineux à l'entrée de toulon ouest trois chambres-cave-place parking  découvrez cet appartement rénové, idéalement situé au troisième étage d'une copropriété...",179 000 €2 295 € / m2,,"Exclusivité, 4 pièces, 3
chambres, Garage, DPE :D182kWh/m².an39kg CO2/m².an"
toulon,Appartement - 4 pièce(s) - 85 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1285816153A1KIVHAP000,"Dans le quartier du cap brun à toulon, dans une résidence neuve avec piscine, cet appartement en rez-de-jardin de 85 m2 habitables avec son jardin privatif de 100 m2 se décomposant comme suit : une grande entrée avec placard de rangement, un...",430 000 €5 059 € / m2,,"Exclusivité, 4 pièces, 3
chambres, Garage, Ascenseur, Balcon, DPE :B8kWh/m².an7kg CO2/m².an"
toulon,Appartement - 1 pièce(s) - 17 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1278665434A1KIVHAP000,"Dans une résidence étudiante très bien entretenue, située en centre ville, proche des facultés, des commerces et du port, venez découvrir ce studio meublé d'une surface de 18m2 qui offre un investissement intéressant.  il est composé d'une entrée,...",48 000 €2 824 € / m2,,"Exclusivité, Studio - 1 pièce"
toulon,Maison - 9 pièce(s) - 149 m²,https://www.paruvendu.fr/immobilier/vente/maison/1283440538A1KIVHMN000,"Maison de ville proposant 149 m² habitables, structurée en 3 logements de type 3, sur 268 m² de terrain bien aménagé. chaque logement est indépendant mais ce n'est pas une copropriété au sens juridique.   le 1er logement est un duplex.  il...",414 000 €2 779 € / m2,,"Exclusivité, 9 pièces, 3
chambres, Terrain 268 m2, DPE :C170kWh/m².an14kg CO2/m².an"
toulon,Maison - 4 pièce(s) - 77 m²,https://www.paruvendu.fr/immobilier/vente/maison/1287143544A1KIVHMN000,"Toulon ouest dans un havre de paix et proche des commodités,transports,commerces.  villa de plain pied sur élevée entièrement refaite de 78 m² avec un garage en sous sol de 50 m²,et un atelier attenant de 10 m².la façade a été refaite avec...",419 000 €5 442 € / m2,,"4 pièces, 3
chambres, Terrain 450 m2, DPE :D194kWh/m².an6kg CO2/m².an"
toulon,Appartement - 3 pièce(s) - 63 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1287142640A1KIVHAP000,"Iad france  - helene queste angeli vous propose: toulon ouest  saint-roch | appartement t3 | balcon   situé au premier étage, cet appartement t3 de 63 m² offre de beaux volumes et un agencement fonctionnel.   il bénéficie d'un accès immédiat à...",150 000 €2 381 € / m2,,"Exclusivité, 3 pièces, 2
chambres, Balcon, DPE :C136kWh/m².an4kg CO2/m².an"
toulon,Maison - 2 pièce(s) - 40 m²,https://www.paruvendu.fr/immobilier/vente/maison/1286905504A1KIVHMN000,"Iad france  - wolfgang schaefer vous propose: charmant bas de villa rénové avec terrasse, jacuzzi et vue mer  quartier super toulon / le faron idéalement situé dans le quartier le plus recherché de toulon, ce charmant bas de villa rénové de 40 m²...",299 000 €7 475 € / m2,,"2 pièces, 1
chambre, DPE :D236kWh/m².an7kg CO2/m².an"
saint-etienne,Appartement - 5 pièce(s) - 85 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286972101A1KIVHAP000,"Je vous propose cet appartement, t4 cinq pièces 85 m², traversant totalement meublé et équipé situé au quatrième étage d'un immeuble de 10 étages avec ascenseur situé avenue de la libération, face au lycée, claude fauriel, tramway, bus et...",145 000 €*1 706 € / m2,,"5 pièces, 3
chambres, Balcon, DPE :D"
saint-etienne,Maison - 4 pièce(s) - 322 m²,https://www.paruvendu.fr/immobilier/vente/maison/1286657811A1KIVHMN000,"Saint-Étienne secteur terrenoire  maison idÉalement situÉ À 200 mÈtres des accÈs autoroutiers, idÉal pour double projets artisant et habitation  maison actuellement decoupee en deux  logements d'une superficie total avec annexes de 322.30m2...",210 000 €652 € / m2,,"Exclusivité, 4 pièces, 4
chambres, Terrain 3 220 m2, DPE :G350kWh/m².an104kg CO2/m².an"
saint-etienne,Appartement - 4 pièce(s) - 76 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1287044447A1KIVHAP000,"? appartement de charme à vendre de 76m2 esprit maison 
?saint-Étienne quartier résidentiel calme et tranquille quartier jomayère-bellevue
? garage avec portail motorisé 
? jardin agréable en copropriété 
?? cuisine toute équipée neuve...",129 000 €*1 697 € / m2,,"4 pièces, 2
chambres, Garage, DPE :E"
saint-etienne,Maison - 2 pièce(s) - 57 m²,https://www.paruvendu.fr/immobilier/vente/maison/1287057835A1KIVHMN000,"nouveaute les terrasses de l'immo komaïs hedhibi vous propose cette maison individuelle de 57 m2 carrez (78 m2 au sol si vous comptez les recoins). située à seulement 200 mètres du hpl, autant dire que vous serez aux premières loges pour...",71 000 €1 246 € / m2,,"2 pièces, 2
chambres, DPE :D249kWh/m².an38kg CO2/m².an"
saint-etienne,Appartement - 4 pièce(s) - 96 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1287173499A1KIVHAP000,"Quartier montplaisir, appartement t4 de 96m2 au 2ème et dernier étage avec une belle vue sur la plaine. l'appartement est situé dans une petite copropriété calme et sécurisée, bip et digicode. vous êtes seul sur le palier.
l'appartement est...",159 €*2 € / m2,,"4 pièces, 3
chambres, Garage, DPE :D"
saint-etienne,Maison - 6 pièce(s) - 164 m²,https://www.paruvendu.fr/immobilier/vente/maison/1286567204A1KIVHMN000,"? À saisir ! maison de ville à rénover  - 4 chambres  - 164 m² au sol    ? saint-Étienne  - secteur haut de jacquard    amateurs de belles surfaces et de projets à fort potentiel, cette maison de ville est faite pour vous !  avec ses 164 m² au sol...",140 000 €854 € / m2,,"6 pièces, 4
chambres, DPE :E301kWh/m².an66kg CO2/m².an"
saint-etienne,Appartement - 4 pièce(s) - 89 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286917477A1KIVHAP000,"Merci au agence immobilière de ne pas nous contacter . 
je vous propose cet appartement de 4 pièces de 89 m² cuisine séparée situé au 2ème étage d'un immeuble de 18 étages avec ascenseur à saint-Étienne, dans le quartier de bergson . construit en...",149 000 €*1 674 € / m2,,"4 pièces, 2
chambres, Garage, DPE :E"
saint-etienne,Maison - 5 pièce(s) - 90 m²,https://www.paruvendu.fr/immobilier/vente/maison/1286137623A1KIVHMN000,"ExclusivitÉ nestenn fauriel  Élégance et charme à villeboeuf dans le secteur le plus recherché de saint-Étienne, découvrez cette maison pleine de caractère, alliant cachet de l'ancien et confort moderne.  un bien rare, où chaque détail respire le...",237 000 €2 633 € / m2,,"5 pièces, 3
chambres, Terrain 95 m2, DPE :E283kWh/m².an58kg CO2/m².an"
saint-etienne,Appartement - 1 pièce(s) - 15 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1287071218A1KIVHAP000,"Frais de notaire réduits ? superbe opportunité à bellevue, saint-Étienne !
profitez d'un gain de 1 610  et d'un investissement clé en main dans une résidence sécurisée, parfaitement entretenue, avec jardin et stationnement gratuit à proximité...",42 997 €*2 866 € / m2,,"Studio - 1 pièce, 1
chambre, Garage"
saint-etienne,Maison - 4 pièce(s) - 88 m²,https://www.paruvendu.fr/immobilier/vente/maison/1285835421A1KIVHMN000,"Iad france  - aurore tessier vous propose: charmante maison à saint-etienne, offrant un potentiel énorme pour une rénovation créative.   d'une superficie de 88 m² sur un terrain de 320 m², elle bénéficie d'un emplacement stratégique sur le bas du...",158 000 €1 795 € / m2,,"Exclusivité, 4 pièces, 3
chambres, Terrain 320 m2, DPE :G430kWh/m².an94kg CO2/m².an"
saint-etienne,Appartement - 2 pièce(s) - 49 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286793491A1KIVHAP000,"Appartement loué non meublé de type t2 de 49 m².
fenêtres double vitrage, volets électriques, cuisine non équipée (crédence, évier, meubles hauts et bas).
vous disposerez également d'une cave.
ce bien est lumineux, dans une résidence calme et...",45 000 €*918 € / m2,,"2 pièces, 1
chambre, DPE :D"
saint-etienne,Maison - 5 pièce(s) - 100 m²,https://www.paruvendu.fr/immobilier/vente/maison/1287163838A1KIVHMN000,"Iad france  - sarah harizi vous propose: maison 5 pièces  100 m²  jardin, balcon, solarium & photovoltaïque  découvrez cette maison mitoyenne d'un coté au charme unique, organisée en demi-niveaux et offrant une véritable sensation d'espace et de...",169 000 €1 690 € / m2,,"5 pièces, 3
chambres, Terrain 126 m2, DPE :D188kWh/m².an20kg CO2/m².an"
saint-etienne,Appartement - 4 pièce(s) - 93 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286697723A1KIVHAP000,"? À vendre _appartement t4 meublé 92,27 m² _saint-Étienne bellevue idéal investisseur ou famille  
?adresse : secteur bellevue, saint-Étienne
? surface : 92,27 m² 
? prix : 120 000  
? Étage : rez-de-chaussée
? dpe : classe d (réalisé le...",120 000 €*1 290 € / m2,,"4 pièces, 3
chambres, Garage, DPE :D"
saint-etienne,Maison - 3 pièce(s) - 67 m²,https://www.paruvendu.fr/immobilier/vente/maison/1287163747A1KIVHMN000,"Iad france  - sarah harizi vous propose: maison mitoyenne 67 m²  bel air / saint-Étienne  dans le très prisé quartier de bel air, connu pour son calme, ses espaces verdoyants et sa vue dominante sur la ville, venez découvrir cette charmante...",138 000 €2 060 € / m2,,"Exclusivité, 3 pièces, 2
chambres, DPE :D150kWh/m².an32kg CO2/m².an"
saint-etienne,Appartement - 2 pièce(s) - 58 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1285208697A1KIVHAP000,"Appartement de  58 m² en  dernier Étage dans immeuble de standing , situer à saint-Étienne .  idéal investisseur louer . découvrez ce bel appartement de 58 m², situé au dernier étage d'un immeuble de standing dans un secteur recherché de...",69 000 €1 190 € / m2,,"Exclusivité, 2 pièces, 1
chambre, DPE :E307kWh/m².an10kg CO2/m².an"
saint-etienne,Maison - 5 pièce(s) - 147 m²,https://www.paruvendu.fr/immobilier/vente/maison/1283729177A1KIVHMN000,"Iad france  - sonia durand vous propose: maison de charme 147 m²  3 chambres  patio  garage  saint-Étienne  - crêt de roch -  découvrez cette superbe maison de caractère de 147 m² (128 m² carrez), ancien atelier de passementerie de 1884...",209 000 €1 422 € / m2,,"Exclusivité, 5 pièces, 3
chambres, Terrain 16 m2, DPE :D180kWh/m².an29kg CO2/m².an"
saint-etienne,Appartement - 6 pièce(s) - 128 m²,https://www.paruvendu.fr/immobilier/vente/appartement/1286069281A1KIVHAP000,"A visiter rapidement ce très bel appartement idéalement situé rue saint-joseph , sur les hauteurs de jacquard.    a l'écart de l'hypercentre ,mais à 10 mns à pieds, à quelques minutes en voiture ou en transports en commun , qui se prennent à...",163 000 €1 273 € / m2,,"Exclusivité, 6 pièces, 4
chambres, Garage, DPE :D249kWh/m².an42kg CO2/m².an"
saint-etienne,Maison - 8 pièce(s) - 211 m²,https://www.paruvendu.fr/immobilier/vente/maison/1284569033A1KIVHMN000,"** en exclusivitÉ **    a st-etienne, quartier bergson, proche des accès autoroutiers direction lyon, firminy ou clermont. tous commerces et services à proximité (pharmacie, boulangerie, supermarchés, artisans de bouche).  tramway à 50 mètres....",565 000 €2 678 € / m2,,"Exclusivité, 8 pièces, 6
chambres, Terrain 797 m2, DPE :D248kWh/m².an32kg CO2/m².an"
